Range;class;model;precision;recall;f1_score;roc_auc;accuracy;номер комбинации;RSI__h_bound;RSI__period;SMA__ma_long;SMA__ma_longest;SMA__ma_short;EMA__ema_long;EMA__ema_longest;EMA__ema_short;RSIEMA__h_bound;RSIEMA__period;ROC__roc_high;ROC__roc_low;MOM__mom_high;MOM__mom_low;STOCH__stoch_d;STOCH__stoch_k;STOCH__stoch_period;SHIFT1__num_shifts;SHIFT2__num_shifts;CORRELATION_REMOVER__threshold;DEPENDENCIES_REMOVER__correlation_threshold;DATAPREPROCESSOR__apply_balancing;DATAPREPROCESSOR__apply_scaling;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
0,05;0;RandomForestClassifier;0.39855072463768115;0.020423319717786857;0.03885552808194984;0.4496181910186032;0.6351079522596218;267;70;13;21;200;8;34;200;13;80;21;21;5;21;5;3;8;3;5;3;0.01;0.8;FALSE;FALSE;100;2;4;log2;10
0,05;1;RandomForestClassifier;0.6395682470282825;0.9825776658270361;0.7748075808987834;0.5503818089813969;0.6351079522596218;267;70;13;21;200;8;34;200;13;80;21;21;5;21;5;3;8;3;5;3;0.01;0.8;FALSE;FALSE;100;2;4;log2;10
0,05;0;RandomForestClassifier;0.35996600084997876;0.31451912365391754;0.33571145461751883;0.5002818514773663;0.5504894729784096;268;70;13;34;200;5;21;134;5;80;13;14;9;14;5;3;5;5;5;1;0.03;0.3;FALSE;FALSE;100;2;2;sqrt;10
0,05;1;RandomForestClassifier;0.6383228840125392;0.6838790931989924;0.6603161734900689;0.49971814852263374;0.5504894729784096;268;70;13;34;200;5;21;134;5;80;13;14;9;14;5;3;5;5;5;1;0.03;0.3;FALSE;FALSE;100;2;2;sqrt;10
0,05;0;RandomForestClassifier;0.39530516431924884;0.15633122911251393;0.22405534858967535;0.4819495018181603;0.608958026015824;269;70;13;21;200;13;34;134;13;80;13;21;5;14;14;5;8;5;5;1;0.01;0.5;FALSE;TRUE;100;2;2;log2;10
0,05;1;RandomForestClassifier;0.6445556946182729;0.8648194794290512;0.7386159913947652;0.5180504981818397;0.608958026015824;269;70;13;21;200;13;34;134;13;80;13;21;5;14;14;5;8;5;5;1;0.01;0.5;FALSE;TRUE;100;2;2;log2;10
0,05;0;RandomForestClassifier;0.4431818181818182;0.028963980690679538;0.05437434646218194;0.43263032590947764;0.6361807697465469;270;70;13;34;200;8;21;134;13;80;13;14;5;21;5;5;13;5;13;1;0.01;0.8;FALSE;FALSE;100;2;4;log2;10
0,05;1;RandomForestClassifier;0.6408460376321934;0.9794290512174643;0.7747613117476131;0.5673696740905223;0.6361807697465469;270;70;13;34;200;8;21;134;13;80;13;14;5;21;5;5;13;5;13;1;0.01;0.8;FALSE;FALSE;100;2;4;log2;10
0,05;0;RandomForestClassifier;0.3783359497645212;0.35796509468993687;0.3678687273421103;0.4702164207793131;0.5557194582271691;271;70;21;21;200;13;34;200;13;70;8;14;9;21;5;5;5;5;3;1;0.01;0.3;FALSE;TRUE;100;10;4;log2;10
0,05;1;RandomForestClassifier;0.6477897738847016;0.6675062972292192;0.6575002584513595;0.5297835792206869;0.5557194582271691;271;70;21;21;200;13;34;200;13;70;8;14;9;21;5;5;5;5;3;1;0.01;0.3;FALSE;TRUE;100;10;4;log2;10
0,05;0;RandomForestClassifier;0.37451923076923077;0.28926847382101745;0.3264194426985125;0.4919155549278332;0.5688614724420008;272;70;13;34;200;8;34;134;13;70;21;21;5;21;5;5;5;3;5;1;0.01;0.3;FALSE;TRUE;100;5;4;log2;10
0,05;1;RandomForestClassifier;0.6440394271898828;0.7269101595298069;0.6829701212898136;0.5080844450721668;0.5688614724420008;272;70;13;34;200;8;34;134;13;70;21;21;5;21;5;5;5;3;5;1;0.01;0.3;FALSE;TRUE;100;5;4;log2;10
0,05;0;RandomForestClassifier;0.36419753086419754;0.021908652060898627;0.04133099824868652;0.447267583993455;0.6329623172857718;273;70;13;34;200;5;34;200;5;80;13;14;5;14;14;5;13;3;5;3;0.03;0.8;FALSE;TRUE;100;5;4;log2;10
0,05;1;RandomForestClassifier;0.6389307745030843;0.9783795130142737;0.773032589766979;0.5527324160065449;0.6329623172857718;273;70;13;34;200;5;34;200;5;80;13;14;5;14;14;5;13;3;5;3;0.03;0.8;FALSE;TRUE;100;5;4;log2;10
0,05;0;RandomForestClassifier;0.3612217795484728;0.20200519866320088;0.2591093117408907;0.4838124028992041;0.5828080997720263;274;70;21;34;200;13;21;200;5;70;8;21;9;21;14;3;5;3;5;1;0.03;0.5;FALSE;FALSE;200;10;2;sqrt;10
0,05;1;RandomForestClassifier;0.6388842211393043;0.7980688497061293;0.7096593560429305;0.5161875971007959;0.5828080997720263;274;70;21;34;200;13;21;200;5;70;8;21;9;21;14;3;5;3;5;1;0.03;0.5;FALSE;FALSE;200;10;2;sqrt;10
0,05;0;RandomForestClassifier;0.369472182596291;0.19235053843297437;0.252991452991453;0.48204030850265467;0.589781413437039;275;70;13;34;200;5;34;134;5;80;8;21;5;14;5;5;5;3;8;3;0.03;0.5;FALSE;FALSE;100;2;4;sqrt;10
0,05;1;RandomForestClassifier;0.6407927332782825;0.8144416456759026;0.7172566780663647;0.5179596914973453;0.589781413437039;275;70;13;34;200;5;34;134;5;80;8;21;5;14;5;5;5;3;8;3;0.03;0.5;FALSE;FALSE;100;2;4;sqrt;10
0,05;0;RandomForestClassifier;0.3607681755829904;0.19532120311919793;0.25343290773307636;0.4802732026278285;0.5844173260024138;276;70;21;34;200;5;21;134;5;80;8;21;5;21;14;5;5;3;8;1;0.01;0.5;FALSE;FALSE;100;5;2;sqrt;10
0,05;1;RandomForestClassifier;0.6387731288548091;0.8043660789252729;0.7120691257084456;0.5197267973721715;0.5844173260024138;276;70;21;34;200;5;21;134;5;80;8;21;5;21;14;5;5;3;8;1;0.01;0.5;FALSE;FALSE;100;5;2;sqrt;10
0,05;0;RandomForestClassifier;0.3830382106244175;0.15261789825473449;0.21826872012745618;0.47447147391798183;0.6052031648115864;277;70;21;21;200;8;21;200;5;80;21;14;5;21;14;3;13;5;3;1;0.01;0.5;FALSE;TRUE;100;10;4;sqrt;10
0,05;1;RandomForestClassifier;0.6425438596491229;0.8610411418975651;0.7359167563688555;0.5255285260820182;0.6052031648115864;277;70;21;21;200;8;21;200;5;80;21;14;5;21;14;3;13;5;3;1;0.01;0.5;FALSE;TRUE;100;10;4;sqrt;10
0,05;0;RandomForestClassifier;0.39373970345963755;0.17749721500185667;0.24468901970821602;0.47589292979933984;0.604264449510527;278;70;13;21;200;13;34;134;5;80;13;14;9;21;14;3;8;3;3;3;0.01;0.5;FALSE;FALSE;100;5;1;sqrt;10
0,05;1;RandomForestClassifier;0.6452026269421752;0.8455079764903443;0.7318978831652585;0.5241070702006603;0.604264449510527;278;70;13;21;200;13;34;134;5;80;13;14;9;21;14;3;8;3;3;3;0.01;0.5;FALSE;FALSE;100;5;1;sqrt;10
0,05;0;RandomForestClassifier;0.35585585585585583;0.029335313776457483;0.054202401372212695;0.4317132173689102;0.6302802735684592;279;70;13;21;200;5;34;200;13;70;13;21;5;21;14;5;13;5;3;1;0.03;0.8;FALSE;TRUE;100;10;4;sqrt;10
0,05;1;RandomForestClassifier;0.6387007601935037;0.969983207388749;0.7702308525710476;0.5682867826310898;0.6302802735684592;279;70;13;21;200;5;34;200;13;70;13;21;5;21;14;5;13;5;3;1;0.03;0.8;FALSE;TRUE;100;10;4;sqrt;10
0,05;0;RandomForestClassifier;0.3598326359832636;0.03193464537690308;0.058663028649386086;0.4411274152629434;0.6298779670108623;280;70;13;21;200;8;34;134;5;80;21;21;5;21;14;5;5;5;3;1;0.03;0.8;FALSE;FALSE;100;2;4;log2;10
0,05;1;RandomForestClassifier;0.6388196176226102;0.9678841309823678;0.7696544817225839;0.5588725847370566;0.6298779670108623;280;70;13;21;200;8;34;134;5;80;21;21;5;21;14;5;5;5;3;1;0.03;0.8;FALSE;FALSE;100;2;4;log2;10
0,05;0;RandomForestClassifier;0.38213058419243984;0.2064611956925362;0.26808100289296044;0.4755549184797605;0.5928657637119485;281;70;21;21;200;13;21;134;5;80;13;14;5;14;14;3;5;3;8;1;0.03;0.5;FALSE;FALSE;200;5;1;log2;10
0,05;1;RandomForestClassifier;0.6439520159946684;0.8112930310663308;0.7180011146201003;0.5244450815202395;0.5928657637119485;281;70;21;21;200;13;21;134;5;80;13;14;5;14;14;3;5;3;8;1;0.03;0.5;FALSE;FALSE;200;5;1;log2;10
0,05;0;RandomForestClassifier;0.4307692307692308;0.0207946528035648;0.03967410556145944;0.4314288716306822;0.6364489741182782;282;70;13;21;200;13;21;134;5;70;8;14;9;21;14;5;8;5;13;1;0.03;0.8;FALSE;FALSE;200;10;4;log2;10
0,05;1;RandomForestClassifier;0.6400982666848642;0.9844668345927792;0.7757836407245058;0.5685711283693177;0.6364489741182782;282;70;13;21;200;13;21;134;5;70;8;14;9;21;14;5;8;5;13;1;0.03;0.8;FALSE;FALSE;200;10;4;log2;10
0,05;0;RandomForestClassifier;0.37777777777777777;0.018937987374675083;0.03606789250353607;0.44108103760004713;0.6344374413302937;283;70;13;21;200;5;34;200;5;80;8;14;5;14;14;3;13;3;13;1;0.01;0.8;FALSE;FALSE;100;5;2;log2;10
0,05;1;RandomForestClassifier;0.6391696257853046;0.982367758186398;0.774449776601026;0.5589189623999529;0.6344374413302937;283;70;13;21;200;5;34;200;5;80;8;14;5;14;14;3;13;3;13;1;0.01;0.8;FALSE;FALSE;100;5;2;log2;10
0,05;0;RandomForestClassifier;0.3729941291585127;0.3538804307463795;0.3631859756097561;0.47398228700649103;0.5518304948370658;284;70;21;21;200;8;21;200;13;80;21;14;9;21;14;5;8;3;3;3;0.01;0.3;FALSE;FALSE;100;5;2;sqrt;10
0,05;1;RandomForestClassifier;0.6450428396572827;0.663727959697733;0.654252017380509;0.5260177129935089;0.5518304948370658;284;70;21;21;200;8;21;200;13;80;21;14;9;21;14;5;8;3;3;3;0.01;0.3;FALSE;FALSE;100;5;2;sqrt;10
0,05;0;RandomForestClassifier;0.3858267716535433;0.0181953212031192;0.03475177304964539;0.43554042682415434;0.6349738500737562;285;70;21;21;200;8;34;200;13;80;8;14;9;21;14;5;8;3;8;1;0.03;0.8;FALSE;FALSE;300;10;1;sqrt;10
0,05;1;RandomForestClassifier;0.6392905866302865;0.9836272040302267;0.774929717215148;0.5644595731758457;0.6349738500737562;285;70;21;21;200;8;34;200;13;80;8;14;9;21;14;5;8;3;8;1;0.03;0.8;FALSE;FALSE;300;10;1;sqrt;10
0,05;0;RandomForestClassifier;0.3840460526315789;0.1734125510582993;0.2389357892044001;0.4825600501097007;0.6010459970497519;286;70;21;21;200;13;34;134;13;80;8;21;9;14;5;3;8;5;5;1;0.01;0.5;FALSE;TRUE;300;2;4;log2;10
0,05;1;RandomForestClassifier;0.6433263900016023;0.8427791771620488;0.7296683325761018;0.5174399498902993;0.6010459970497519;286;70;21;21;200;13;34;134;13;80;8;21;9;14;5;3;8;5;5;1;0.01;0.5;FALSE;TRUE;300;2;4;log2;10
0,05;0;RandomForestClassifier;0.41843971631205673;0.021908652060898627;0.04163726182074806;0.4499997349847835;0.6357784631889499;287;70;21;21;200;8;21;200;13;80;13;14;5;14;14;3;8;3;5;3;0.03;0.8;FALSE;FALSE;200;5;4;log2;10
0,05;1;RandomForestClassifier;0.6399671951886277;0.9827875734676742;0.7751655629139073;0.5500002650152165;0.6357784631889499;287;70;21;21;200;8;21;200;13;80;13;14;5;14;14;3;8;3;5;3;0.03;0.8;FALSE;FALSE;200;5;4;log2;10
0,05;0;RandomForestClassifier;0.36883116883116884;0.3163757890828073;0.3405956426144313;0.48994812872755594;0.5575968888292879;288;70;13;21;200;8;21;200;13;70;21;14;9;21;5;3;8;3;3;1;0.03;0.3;FALSE;FALSE;200;2;4;log2;10
0,05;1;RandomForestClassifier;0.6423159121818535;0.6939546599496221;0.6671375239632731;0.510051871272444;0.5575968888292879;288;70;13;21;200;8;21;200;13;70;21;14;9;21;5;3;8;3;3;1;0.03;0.3;FALSE;FALSE;200;2;4;log2;10
0,05;0;RandomForestClassifier;0.39588100686498856;0.12848124767916821;0.19400056069526211;0.4748422613841963;0.6144562156363149;289;70;13;21;200;5;21;200;5;80;8;21;9;21;5;5;5;5;8;3;0.01;0.5;FALSE;TRUE;300;2;1;sqrt;10
0,05;1;RandomForestClassifier;0.6434756190186844;0.889168765743073;0.7466290649510884;0.5251577386158037;0.6144562156363149;289;70;13;21;200;5;21;200;5;80;8;21;9;21;5;5;5;5;8;3;0.01;0.5;FALSE;TRUE;300;2;1;sqrt;10
0,05;0;RandomForestClassifier;0.3829066265060241;0.37764574823616787;0.38025799214806505;0.468926576131233;0.5554512538554378;290;70;21;21;200;13;34;200;5;80;8;14;5;21;5;5;5;5;13;3;0.01;0.3;FALSE;FALSE;100;2;4;sqrt;10
0,05;1;RandomForestClassifier;0.6509060612372423;0.6559613769941226;0.6534239414532148;0.5310734238687669;0.5554512538554378;290;70;21;21;200;13;34;200;5;80;8;14;5;21;5;5;5;5;13;3;0.01;0.3;FALSE;FALSE;100;2;4;sqrt;10
0,05;0;RandomForestClassifier;0.41208791208791207;0.027849981433345713;0.05217391304347826;0.42320225368940156;0.6345715435161593;291;70;13;21;200;13;34;134;13;80;13;21;9;21;14;3;5;5;13;3;0.01;0.8;FALSE;FALSE;300;5;4;log2;10
0,05;1;RandomForestClassifier;0.6401374570446735;0.9775398824517213;0.7736522967023839;0.5767977463105984;0.6345715435161593;291;70;13;21;200;13;34;134;13;80;13;21;9;21;14;3;5;5;13;3;0.01;0.8;FALSE;FALSE;300;5;4;log2;10
0,05;0;RandomForestClassifier;0.39211136890951276;0.188265874489417;0.25439036628198697;0.47968751899925266;0.6014483036073488;292;70;21;21;200;5;34;134;13;70;21;21;5;14;14;3;8;3;5;3;0.01;0.5;FALSE;TRUE;100;5;2;sqrt;10
0,05;1;RandomForestClassifier;0.645360155743024;0.8350125944584383;0.7280380673499268;0.5203124810007473;0.6014483036073488;292;70;21;21;200;5;34;134;13;70;21;21;5;14;14;3;8;3;5;3;0.01;0.5;FALSE;TRUE;100;5;2;sqrt;10
0,05;0;RandomForestClassifier;0.36551724137931035;0.01968065354623097;0.037350246652572236;0.43427879850207163;0.6336328282150999;293;70;13;34;200;5;34;134;13;70;21;14;9;21;14;5;8;3;8;1;0.03;0.8;FALSE;TRUE;100;2;4;log2;10
0,05;1;RandomForestClassifier;0.6389496717724289;0.980688497061293;0.7737661477310368;0.5657212014979284;0.6336328282150999;293;70;13;34;200;5;34;134;13;70;21;14;9;21;14;5;8;3;8;1;0.03;0.8;FALSE;TRUE;100;2;4;log2;10
0,05;0;RandomForestClassifier;0.3800872093023256;0.1942072038618641;0.2570656180879823;0.4874940098766494;0.5946090921282017;294;70;13;34;200;5;21;134;13;70;21;21;9;14;14;5;13;5;5;3;0.03;0.5;FALSE;FALSE;300;5;1;sqrt;10
0,05;1;RandomForestClassifier;0.6431507975661898;0.8209487825356843;0.7212540341171046;0.5125059901233506;0.5946090921282017;294;70;13;34;200;5;21;134;13;70;21;21;9;14;14;5;13;5;5;3;0.03;0.5;FALSE;FALSE;300;5;1;sqrt;10
0,05;0;RandomForestClassifier;0.3845514950166113;0.1719272187151875;0.2376186810366949;0.4818886262640057;0.6015824057932144;295;70;13;21;200;13;34;134;5;70;21;21;9;21;14;5;13;3;5;3;0.03;0.5;FALSE;TRUE;200;2;4;log2;10
0,05;1;RandomForestClassifier;0.6433711818327202;0.8444584382871536;0.7303258600344922;0.5181113737359944;0.6015824057932144;295;70;13;21;200;13;34;134;5;70;21;21;9;21;14;5;13;3;5;3;0.03;0.5;FALSE;TRUE;200;2;4;log2;10
0,05;0;RandomForestClassifier;0.3697478991596639;0.016338655774229483;0.031294452347083924;0.4346642397508482;0.6347056457020249;296;70;13;34;200;13;21;134;5;70;13;14;9;14;14;3;13;5;13;3;0.03;0.8;FALSE;FALSE;100;5;4;log2;10
0,05;1;RandomForestClassifier;0.6390024529844645;0.9842569269521411;0.7749132374814081;0.5653357602491518;0.6347056457020249;296;70;13;34;200;13;21;134;5;70;13;14;9;14;14;3;13;5;13;3;0.03;0.8;FALSE;FALSE;100;5;4;log2;10
0,05;0;RandomForestClassifier;0.36048125867653863;0.28926847382101745;0.32097239390193655;0.46305874950855264;0.5579991953868848;297;70;21;21;200;5;34;134;13;80;8;14;9;14;14;5;8;5;13;3;0.01;0.3;FALSE;FALSE;100;10;4;log2;10
0,05;1;RandomForestClassifier;0.638595166163142;0.7099076406381192;0.672365805168986;0.5369412504914474;0.5579991953868848;297;70;21;21;200;5;34;134;13;80;8;14;9;14;14;5;8;5;13;3;0.01;0.3;FALSE;FALSE;100;10;4;log2;10
0,05;0;RandomForestClassifier;0.3859030837004405;0.16264389157073894;0.22884012539184953;0.4817531567209574;0.6041303473246614;298;70;13;21;200;13;34;134;5;70;13;14;9;21;14;3;8;5;8;1;0.03;0.5;FALSE;FALSE;300;5;2;sqrt;10
0,05;1;RandomForestClassifier;0.6433090794052515;0.8536943744752309;0.7337182031390943;0.5182468432790426;0.6041303473246614;298;70;13;21;200;13;34;134;5;70;13;14;9;21;14;3;8;5;8;1;0.03;0.5;FALSE;FALSE;300;5;2;sqrt;10
0,05;0;RandomForestClassifier;0.3872549019607843;0.029335313776457483;0.05453917846047635;0.4439022804715276;0.6326941129140405;299;70;21;21;200;8;34;134;5;70;13;21;9;21;14;5;13;3;3;1;0.03;0.8;FALSE;FALSE;200;2;4;log2;10
0,05;1;RandomForestClassifier;0.6395974079691162;0.9737615449202351;0.772072896729633;0.5560977195284724;0.6326941129140405;299;70;21;21;200;8;34;134;5;70;13;21;9;21;14;5;13;3;3;1;0.03;0.8;FALSE;FALSE;200;2;4;log2;10
0,05;0;RandomForestClassifier;0.3813405797101449;0.31266245822502786;0.34360334625586614;0.4620058986151552;0.5685932680702696;300;70;21;21;200;5;21;134;13;80;8;21;9;21;14;5;13;5;5;1;0.01;0.3;FALSE;FALSE;100;2;2;log2;10
0,05;1;RandomForestClassifier;0.6473614021718422;0.7132661628883291;0.6787176670328573;0.5379941013848448;0.5685932680702696;300;70;21;21;200;5;21;134;13;80;8;21;9;21;14;5;13;5;5;1;0.01;0.3;FALSE;FALSE;100;2;2;log2;10
0,05;0;RandomForestClassifier;0.3730192719486081;0.3234311177125882;0.34645982498011135;0.4925503832899488;0.5593402172455411;301;70;13;34;200;5;34;200;5;80;21;21;9;21;14;3;13;3;3;1;0.01;0.3;FALSE;TRUE;100;5;2;log2;10
0,05;1;RandomForestClassifier;0.6442795782897306;0.6926952141057935;0.6676107626947198;0.5074496167100513;0.5593402172455411;301;70;13;34;200;5;34;200;5;80;21;21;9;21;14;3;13;3;3;1;0.01;0.3;FALSE;TRUE;100;5;2;log2;10
0,05;0;RandomForestClassifier;0.37244897959183676;0.027107315261789826;0.05053651782623745;0.4401371937008689;0.6321577041705779;302;70;21;21;200;5;21;134;13;70;13;21;5;21;14;3;13;3;5;3;0.03;0.8;FALSE;FALSE;100;2;4;sqrt;10
0,05;1;RandomForestClassifier;0.6391681586558325;0.9741813602015114;0.7718918918918919;0.5598628062991311;0.6321577041705779;302;70;21;21;200;5;21;134;13;70;13;21;5;21;14;3;13;3;5;3;0.03;0.8;FALSE;FALSE;100;2;4;sqrt;10
0,05;0;RandomForestClassifier;0.3802914642609299;0.20349053100631267;0.26511852926947266;0.47845247014447695;0.5925975593402173;303;70;21;21;200;8;34;200;5;70;21;14;9;14;14;5;5;5;13;3;0.03;0.5;FALSE;FALSE;300;5;4;sqrt;10
0,05;1;RandomForestClassifier;0.6434507978723404;0.8125524769101595;0.7181818181818181;0.5215475298555231;0.5925975593402173;303;70;21;21;200;8;34;200;5;70;21;14;9;14;14;5;5;5;13;3;0.03;0.5;FALSE;FALSE;300;5;4;sqrt;10
0,05;0;RandomForestClassifier;0.38893280632411065;0.18269587820274785;0.24861040929762507;0.4854657860678695;0.6011800992356175;304;70;21;34;200;13;34;200;13;80;8;21;9;14;14;5;13;5;5;3;0.01;0.5;FALSE;FALSE;100;10;1;log2;10
0,05;1;RandomForestClassifier;0.6445413436692506;0.8377413937867338;0.7285505658999635;0.5145342139321305;0.6011800992356175;304;70;21;34;200;13;34;200;13;80;8;21;9;14;14;5;13;5;5;3;0.01;0.5;FALSE;FALSE;100;10;1;log2;10
0,05;0;RandomForestClassifier;0.3748326639892905;0.311919792053472;0.34049452776651806;0.49040274674241735;0.5636314871932413;305;70;13;21;200;5;21;200;13;80;21;21;5;21;14;3;5;3;8;3;0.03;0.3;FALSE;FALSE;100;2;2;sqrt;10
0,05;1;RandomForestClassifier;0.6447469325153374;0.7059193954659949;0.6739478957915832;0.5095972532575826;0.5636314871932413;305;70;13;21;200;5;21;200;13;80;21;21;5;21;14;3;5;3;8;3;0.03;0.3;FALSE;FALSE;100;2;2;sqrt;10
0,05;0;RandomForestClassifier;0.3711340206185567;0.026735982176011884;0.04987876688604087;0.42622888335370834;0.6321577041705779;306;70;13;21;200;13;34;200;13;70;8;21;9;21;14;3;5;5;13;3;0.03;0.8;FALSE;FALSE;200;2;4;sqrt;10
0,05;1;RandomForestClassifier;0.6391298361558585;0.9743912678421495;0.7719298245614035;0.5737711166462918;0.6321577041705779;306;70;13;21;200;13;34;200;13;70;8;21;9;21;14;3;5;5;13;3;0.03;0.8;FALSE;FALSE;200;2;4;sqrt;10
0,05;0;RandomForestClassifier;0.37267080745341613;0.2005198663200891;0.2607436021245775;0.4857548085452131;0.5893791068794422;307;70;21;34;200;5;21;200;5;70;13;21;5;14;14;3;8;3;5;3;0.03;0.5;FALSE;TRUE;100;5;1;log2;10
0,05;1;RandomForestClassifier;0.6416444740346205;0.8091939546599496;0.7157445228369848;0.514245191454787;0.5893791068794422;307;70;21;34;200;5;21;200;5;70;13;21;5;14;14;3;8;3;5;3;0.03;0.5;FALSE;TRUE;100;5;1;log2;10
0,05;0;RandomForestClassifier;0.38840349483717235;0.18158187894541403;0.24746963562753035;0.4804722758228489;0.6011800992356175;308;70;13;21;200;5;21;134;13;70;13;14;9;14;5;5;5;5;3;1;0.03;0.5;FALSE;FALSE;100;2;2;log2;10
0,05;1;RandomForestClassifier;0.6444014198128428;0.8383711167086482;0.728699142492246;0.5195277241771512;0.6011800992356175;308;70;13;21;200;5;21;134;13;70;13;14;9;14;5;5;5;5;3;1;0.03;0.5;FALSE;FALSE;100;2;2;log2;10
0,05;0;RandomForestClassifier;0.3624413145539906;0.2866691422205718;0.32013269749118806;0.4633461351272058;0.5602789325466005;309;70;21;21;200;5;34;134;5;80;8;21;9;14;14;3;8;3;13;1;0.03;0.3;FALSE;FALSE;100;2;4;sqrt;10
0,05;1;RandomForestClassifier;0.6393842688192228;0.7149454240134341;0.6750569814686355;0.5366538648727943;0.5602789325466005;309;70;21;21;200;5;34;134;5;80;8;21;9;14;14;3;8;3;13;1;0.03;0.3;FALSE;FALSE;100;2;4;sqrt;10
0,05;0;RandomForestClassifier;0.4033864541832669;0.15038989974006683;0.2190965647822559;0.4738219917733041;0.6128469894059273;310;70;13;21;200;5;34;200;5;80;13;14;9;14;5;3;8;5;13;3;0.01;0.5;FALSE;TRUE;300;5;4;sqrt;10
0,05;1;RandomForestClassifier;0.6454362312102898;0.8742653232577666;0.7426228046714808;0.5261780082266959;0.6128469894059273;310;70;13;21;200;5;34;200;5;80;13;14;9;14;5;3;8;5;13;3;0.01;0.5;FALSE;TRUE;300;5;4;sqrt;10
0,05;0;RandomForestClassifier;0.37706381079875056;0.31377645748236166;0.3425212809079854;0.48261987339755436;0.5649725090518976;311;70;13;21;200;5;34;134;5;80;8;21;9;21;14;3;5;3;3;1;0.03;0.3;FALSE;TRUE;100;2;4;log2;10
0,05;1;RandomForestClassifier;0.6457055214723927;0.7069689336691856;0.6749498997995992;0.5173801266024458;0.5649725090518976;311;70;13;21;200;5;34;134;5;80;8;21;9;21;14;3;5;3;3;1;0.03;0.3;FALSE;TRUE;100;2;4;log2;10
0,05;0;RandomForestClassifier;0.4166666666666667;0.029706646862235425;0.05545927209705372;0.43651311061454534;0.6345715435161593;312;70;13;34;200;13;21;134;13;80;8;21;9;21;5;3;5;5;8;3;0.03;0.8;FALSE;TRUE;100;2;2;log2;10
0,05;1;RandomForestClassifier;0.6403303509979353;0.9764903442485307;0.7734641283564718;0.5634868893854547;0.6345715435161593;312;70;13;34;200;13;21;134;13;80;8;21;9;21;5;3;5;5;8;3;0.03;0.8;FALSE;TRUE;100;2;2;log2;10
0,05;0;RandomForestClassifier;0.37411971830985913;0.3156331229112514;0.3423967774420947;0.4857759318168851;0.5621563631487193;313;70;13;34;200;13;21;200;13;70;21;14;5;21;14;3;5;5;5;3;0.03;0.3;FALSE;FALSE;100;10;1;sqrt;10
0,05;1;RandomForestClassifier;0.6445515911282546;0.7015113350125944;0.6718263142024324;0.514224068183115;0.5621563631487193;313;70;13;34;200;13;21;200;13;70;21;14;5;21;14;3;5;5;5;3;0.03;0.3;FALSE;FALSE;100;10;1;sqrt;10
0,05;0;RandomForestClassifier;0.4294117647058823;0.027107315261789826;0.05099545930841774;0.4289341430951221;0.6356443610030843;314;70;13;34;200;8;34;134;5;70;13;14;9;14;5;3;5;3;8;1;0.01;0.8;FALSE;TRUE;300;5;2;log2;10
0,05;1;RandomForestClassifier;0.6404556058734733;0.9796389588581025;0.7745415318230853;0.5710658569048779;0.6356443610030843;314;70;13;34;200;8;34;134;5;70;13;14;9;14;5;3;5;3;8;1;0.01;0.8;FALSE;TRUE;300;5;2;log2;10
0,05;0;RandomForestClassifier;0.41150442477876104;0.03453397697734868;0.06372045220966084;0.4203333080789421;0.6334987260292343;315;70;13;21;200;5;21;200;5;80;21;14;9;21;5;5;13;3;5;1;0.01;0.8;FALSE;TRUE;100;10;1;log2;10
0,05;1;RandomForestClassifier;0.6404370073295533;0.9720822837951302;0.7721550646102543;0.5796666919210578;0.6334987260292343;315;70;13;21;200;5;21;200;5;80;21;14;9;21;5;5;13;3;5;1;0.01;0.8;FALSE;TRUE;100;10;1;log2;10
0,05;0;RandomForestClassifier;0.3929663608562691;0.1908652060898626;0.2569357660584854;0.4840334177952417;0.6013142014214832;316;70;13;34;200;5;21;134;13;80;21;14;9;21;14;5;8;5;5;3;0.03;0.5;FALSE;FALSE;100;5;1;log2;10
0,05;1;RandomForestClassifier;0.6456334363311107;0.8333333333333334;0.7275726198112343;0.5159665822047582;0.6013142014214832;316;70;13;34;200;5;21;134;13;80;21;14;9;21;14;5;8;5;5;3;0.03;0.5;FALSE;FALSE;100;5;1;log2;10
0,05;0;RandomForestClassifier;0.38390092879256965;0.18418121054585965;0.24893350062735256;0.49020301100935565;0.5986321577041706;317;70;13;34;200;8;21;134;5;80;21;14;9;14;5;5;5;5;5;3;0.03;0.5;FALSE;FALSE;100;2;4;sqrt;10
0,05;1;RandomForestClassifier;0.6436334144363342;0.832913518052057;0.7261414585048952;0.5097969889906443;0.5986321577041706;317;70;13;34;200;8;21;134;5;80;21;14;9;14;5;5;5;5;5;3;0.03;0.5;FALSE;FALSE;100;2;4;sqrt;10
